name and surname,preferences
Amy Campbell,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Penelope Williams,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Jacob Taylor,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Arthur Davis,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Lydia Cameron,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Amber Montgomery,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Harold Howard,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Rebecca Ferguson,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Elian Higgins,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Ashton Fowler,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Dominik Farrell,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Camila Murray,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Eleanor Warren,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Derek Murphy,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Tess Parker,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Anna Nelson,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Leonardo Williams,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Jack Morgan,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Dominik Douglas,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Nicole Dixon,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Elise Carroll,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Patrick Watson,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Agata Gray,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Stella Morris,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Jessica Alexander,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Edith Parker,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Frederick Watson,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
James Sullivan,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Charlie Gibson,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Aida Kelly,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Mike Foster,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Ted Myers,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Marcus Craig,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Tiana Cole,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Violet Gray,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Florrie Evans,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Kellan Reed,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Savana Farrell,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Lily Scott,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Blake Gibson,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Abraham Myers,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Michelle Henderson,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Maddie Rogers,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Bruce Douglas,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Maria Thompson,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Violet Carroll,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Sophia Lloyd,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Alan Rogers,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Byron Mitchell,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Alford Hawkins,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Lucia Carroll,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Abigail Miller,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Ryan Hawkins,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Tara Casey,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Leonardo Stewart,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Frederick Riley,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Blake Russell,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Catherine Martin,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Michael Campbell,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Preston Mason,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Vincent Ferguson,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Miranda Anderson,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Dale Cunningham,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Sam Ryan,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Carina Wells,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Honey Craig,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Henry Baker,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Tess Howard,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Victoria Miller,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Lana Hunt,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Eddy Gray,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Kirsten Spencer,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Carina Grant,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Kirsten Douglas,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Julia Mason,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Olivia Barrett,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Dale Casey,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Sam Martin,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Kelsey Ross,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Florrie Moore,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Nicholas Richardson,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Anna Perkins,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
April Perkins,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Jared Robinson,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Sawyer Ferguson,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Edwin Spencer,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Tiana Spencer,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Vanessa Perkins,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Owen Riley,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Victor Harrison,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Arianna Howard,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Lilianna Ferguson,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Honey Payne,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Leonardo Fowler,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Tara Thompson,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Audrey Edwards,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Albert Wilson,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Sofia Stevens,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Henry Myers,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Charlie Barrett,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Wilson Thompson,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Jared Perkins,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Daryl Gibson,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Kimberly Mitchell,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Alina Gray,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Heather Tucker,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Ada Hunt,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Rosie Dixon,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Freddie Taylor,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Walter Wells,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
