,First Name,Last Name,Age,Number children,Degree,Experience,Years of unemployment,Working environment
6237,Ellia,Morrison,57,0,master degree,15,3,Economic
6238,Lily,Ryan,58,1,high school diploma,12,12,Instruction
6239,Dainton,Davis,54,0,high school diploma,15,15,Generic
6240,Honey,Henderson,54,2,high school diploma,9,15,Instruction
6241,Amber,Mitchell,55,0,high school diploma,9,5,Generic
6242,Sydney,Smith,53,3,compulsory school,9,0,Generic
6243,Rebecca,Fowler,53,3,compulsory school,12,3,Worker
6244,Kelvin,Cole,54,3,compulsory school,9,7,Generic
6245,Martin,Reed,57,1,three-year degree,15,5,Instruction
6246,Myra,Mason,59,1,high school diploma,7,15,Generic
6247,Lucia,Carter,60,3,high school diploma,9,3,Generic
6248,Jacob,Robinson,53,3,high school diploma,20,3,Economic
6249,Lucia,Dixon,60,0,high school diploma,9,3,Economic
6250,Justin,Andrews,53,0,three-year degree,9,1,healthcare
6251,Sam,Harrison,59,3,high school diploma,15,3,Generic
6252,Joyce,Howard,53,0,high school diploma,15,5,Generic
6253,Victoria,Anderson,56,2,high school diploma,12,3,Generic
6254,Hailey,Richards,51,3,high school diploma,15,3,Generic
6255,Heather,Myers,51,0,high school diploma,9,15,Generic
6256,Adam,Farrell,51,2,high school diploma,15,3,Informatics
6257,Kellan,Kelly,60,2,master,9,9,Economic
6258,Fiona,Armstrong,58,2,high school diploma,7,12,Worker
6259,Antony,Wilson,54,1,Ph.D,12,7,healthcare
6260,Owen,Foster,57,0,master degree,15,12,Instruction
6261,Michelle,Carroll,58,3,master degree,15,0,Economic
6262,Eddy,Henderson,60,2,high school diploma,12,3,Generic
6263,Joyce,Edwards,50,3,high school diploma,15,7,Generic
6264,Preston,Cole,60,0,high school diploma,15,9,Generic
6265,Briony,Brooks,59,2,high school diploma,12,9,Generic
6266,Derek,Ryan,54,3,compulsory school,9,12,Generic
6267,Fenton,Barrett,58,1,Ph.D,7,3,Economic
6268,Owen,Johnson,55,2,high school diploma,7,12,Worker
6269,Harold,Casey,56,0,high school diploma,9,7,Generic
6270,Hailey,Stewart,51,2,high school diploma,5,1,Generic
6271,Joyce,Harris,57,3,three-year degree,20,1,Instruction
6272,Kirsten,Armstrong,60,3,master degree,12,12,Economic
6273,Olivia,Clark,54,3,high school diploma,9,3,Generic
6274,Emma,Wilson,55,0,high school diploma,9,5,Generic
6275,Fiona,Dixon,59,2,high school diploma,15,7,Generic
6276,Wilson,Perkins,60,3,master,3,5,Economic
6277,Melissa,Clark,51,0,high school diploma,9,12,Generic
6278,Alexia,Bennett,57,1,three-year degree,12,9,Informatics
6279,Blake,Sullivan,53,1,high school diploma,9,5,Generic
6280,Agata,Wells,54,1,three-year degree,9,12,Instruction
6281,Jasmine,Taylor,52,2,master degree,9,9,Economic
6282,Sofia,Davis,56,0,Ph.D,12,5,Economic
6283,George,Robinson,56,3,high school diploma,7,3,Generic
6284,Jessica,Thompson,56,3,master degree,9,9,Instruction
6285,Patrick,Moore,55,2,high school diploma,15,9,Generic
6286,Alberta,Perkins,60,3,high school diploma,9,9,Generic
6287,Adison,Brown,59,3,high school diploma,9,1,Generic
6288,Savana,Higgins,59,3,master degree,15,1,healthcare
6289,Eddy,Cooper,59,3,high school diploma,9,3,Worker
6290,Clark,Watson,50,2,three-year degree,15,3,Economic
6291,Daniel,Martin,50,1,three-year degree,9,1,healthcare
6292,Arnold,Edwards,53,3,master,12,5,Instruction
6293,David,Wright,53,1,high school diploma,9,3,Generic
6294,Antony,Tucker,53,0,three-year degree,9,12,Instruction
6295,Charlie,Parker,50,1,high school diploma,20,15,Generic
6296,Catherine,Richardson,56,3,high school diploma,3,15,Worker
6297,Connie,Henderson,59,1,high school diploma,9,3,Generic
6298,Adrianna,Ross,58,2,high school diploma,12,9,Worker
6299,Max,Taylor,51,2,Ph.D,9,7,Economic
6300,Lenny,Jones,53,2,three-year degree,12,5,Instruction
6301,Ryan,Hill,56,3,three-year degree,7,12,Economic
6302,Melanie,Edwards,51,3,compulsory school,9,5,Worker
6303,Daryl,Warren,55,2,high school diploma,9,12,Generic
6304,Paige,Craig,53,0,high school diploma,9,5,Generic
6305,Nicole,Johnson,57,3,three-year degree,12,5,Economic
6306,Oscar,Phillips,57,3,high school diploma,3,3,Worker
6307,Samantha,Ellis,60,3,high school diploma,15,12,Economic
6308,Mike,Parker,53,2,high school diploma,15,12,Worker
6309,Patrick,Nelson,58,0,high school diploma,12,5,Informatics
6310,Rebecca,Evans,60,1,high school diploma,12,3,Generic
6311,Marcus,Johnston,60,2,three-year degree,20,7,Informatics
6312,Patrick,Brown,60,0,Ph.D,20,3,Informatics
6313,Owen,Turner,54,2,high school diploma,15,9,Generic
6314,Audrey,Johnston,55,3,high school diploma,9,0,Generic
6315,Dale,Foster,53,0,high school diploma,15,9,Worker
6316,Vincent,Myers,52,1,high school diploma,15,7,Worker
6317,Richard,Perry,56,2,compulsory school,9,7,Generic
6318,Lydia,Spencer,56,0,high school diploma,9,15,Instruction
6319,Lenny,Murray,52,1,high school diploma,7,5,Worker
6320,April,Russell,58,2,three-year degree,12,5,Economic
6321,Reid,Fowler,50,2,high school diploma,15,3,Generic
6322,Antony,Alexander,56,0,high school diploma,12,7,Instruction
6323,Alen,Ryan,53,2,three-year degree,12,1,Instruction
6324,Jordan,Thompson,60,0,master degree,9,3,Economic
6325,Dominik,Hunt,53,3,three-year degree,9,9,healthcare
6326,Eleanor,Stevens,60,0,three-year degree,12,7,healthcare
6327,Edgar,Hunt,60,0,compulsory school,9,3,Generic
6328,Arnold,Gibson,53,0,high school diploma,9,5,Generic
6329,Lenny,Payne,50,3,high school diploma,15,3,Economic
6330,Valeria,Watson,54,2,Ph.D,9,15,Instruction
6331,Heather,Stevens,53,2,high school diploma,9,3,Generic
6332,Henry,Allen,53,3,high school diploma,9,3,Generic
6333,David,Nelson,54,0,high school diploma,7,5,Economic
6334,Darcy,Farrell,52,0,three-year degree,20,9,Informatics
6335,Carina,Bailey,51,1,master degree,12,7,Informatics
6336,Valeria,Perry,56,0,high school diploma,12,5,Economic
6337,Alfred,Nelson,58,2,master degree,20,3,healthcare
6338,Sophia,Harper,55,2,high school diploma,9,15,Economic
6339,George,Nelson,18,0,high school diploma,1,2,Worker
6340,Amanda,Stewart,27,0,three-year degree,0,1,healthcare
6341,Justin,Foster,30,0,Ph.D,3,3,Instruction
6342,Kirsten,Ferguson,28,3,compulsory school,0,0,Worker
6343,Julian,Taylor,24,0,high school diploma,0,1,Worker
6344,Jasmine,Baker,19,0,high school diploma,0,0,Economic
6345,Frederick,Thomas,27,1,high school diploma,0,3,Informatics
6346,Ryan,Smith,29,3,three-year degree,7,0,healthcare
6347,Alina,Turner,30,2,high school diploma,1,3,Informatics
6348,Oliver,Kelley,20,0,high school diploma,1,0,Worker
6349,Stella,Perkins,28,0,high school diploma,0,3,Generic
6350,Camila,Morgan,22,0,three-year degree,0,0,Economic
6351,Dale,Davis,25,3,compulsory school,1,0,Generic
6352,Ryan,Grant,26,0,high school diploma,4,3,Economic
6353,Thomas,Crawford,27,0,high school diploma,0,5,Instruction
6354,Ada,Taylor,26,0,high school diploma,0,5,Instruction
6355,Amber,Murphy,30,1,high school diploma,7,1,Instruction
6356,Kristian,Robinson,19,0,high school diploma,1,0,Informatics
6357,Nicole,Dixon,20,0,high school diploma,0,0,Generic
6358,Jenna,Bennett,29,2,high school diploma,5,0,Worker
6359,Kate,Wilson,26,1,high school diploma,0,1,Informatics
6360,Abigail,Hawkins,30,3,high school diploma,5,1,Generic
6361,Amy,Baker,27,2,three-year degree,4,1,Economic
6362,William,Martin,25,3,master degree,2,0,healthcare
6363,Samantha,Perkins,26,2,high school diploma,3,0,Generic
6364,Patrick,Watson,18,0,high school diploma,0,0,Generic
6365,Tiana,Armstrong,25,3,high school diploma,0,0,Informatics
6366,Arthur,Watson,26,0,high school diploma,1,0,Generic
6367,Darcy,Johnston,20,0,high school diploma,1,0,Worker
6368,Natalie,Baker,28,3,high school diploma,0,0,Informatics
6369,Stella,Myers,19,0,high school diploma,0,0,Informatics
6370,Thomas,Murray,20,0,high school diploma,1,0,Worker
6371,Dainton,Thomas,18,0,high school diploma,1,0,Generic
6372,Julia,Thomas,22,0,high school diploma,0,4,Generic
6373,Blake,Gibson,23,0,high school diploma,0,0,Generic
6374,Adele,Anderson,30,2,high school diploma,7,0,Economic
6375,Edith,Casey,21,0,high school diploma,0,0,Worker
6376,Tony,Hamilton,21,0,high school diploma,1,1,Instruction
6377,James,Walker,30,0,high school diploma,1,0,healthcare
6378,James,Harris,29,2,high school diploma,5,1,Generic
6379,Luke,Baker,23,0,high school diploma,1,0,Economic
6380,Andrew,Lloyd,23,0,high school diploma,0,0,Informatics
6381,William,Spencer,30,3,high school diploma,0,3,Worker
6382,Paul,Clark,30,1,high school diploma,5,0,Generic
6383,Clark,Cameron,23,0,high school diploma,0,0,Economic
6384,Amanda,Holmes,23,0,high school diploma,0,0,Instruction
6385,Stuart,West,30,2,high school diploma,3,1,Instruction
6386,Luke,Cole,30,1,high school diploma,5,0,Worker
6387,Preston,Morgan,19,0,high school diploma,0,0,Worker
6388,Carl,Richardson,30,0,high school diploma,8,3,Worker
6389,Nicholas,Richardson,20,0,high school diploma,0,0,Generic
6390,Vivian,Hawkins,22,0,high school diploma,1,0,Economic
6391,Chester,Robinson,23,0,high school diploma,2,0,Informatics
6392,Aiden,Brown,27,0,three-year degree,0,7,Economic
6393,Haris,Craig,26,2,high school diploma,0,1,Informatics
6394,Freddie,Scott,27,2,high school diploma,0,1,healthcare
6395,Andrew,Gibson,22,0,high school diploma,0,0,Worker
6396,Sofia,Myers,27,0,three-year degree,1,3,Instruction
6397,Valeria,Hall,29,0,high school diploma,8,1,Worker
6398,Sydney,Montgomery,28,2,high school diploma,0,1,Instruction
6399,Cadie,Mitchell,26,3,three-year degree,0,3,Instruction
6400,Jenna,Edwards,20,0,high school diploma,0,0,Informatics
6401,Justin,Brown,23,0,high school diploma,2,0,Instruction
6402,Grace,Gray,21,0,high school diploma,0,0,Worker
6403,Jasmine,Watson,25,0,high school diploma,0,2,healthcare
6404,Fenton,Walker,21,0,high school diploma,1,0,Worker
6405,Alfred,Brown,30,0,high school diploma,1,3,Generic
6406,Natalie,Robinson,21,0,high school diploma,1,0,Informatics
6407,Deanna,Carter,24,2,high school diploma,0,2,healthcare
6408,Alberta,Carroll,27,2,master degree,1,1,Informatics
6409,Jared,Casey,24,3,high school diploma,0,0,Informatics
6410,Anna,Perkins,19,0,high school diploma,0,0,Generic
6411,Edward,Hawkins,25,3,high school diploma,0,0,Informatics
6412,Emma,Perkins,29,3,high school diploma,0,1,Instruction
6413,James,Clark,26,2,high school diploma,3,7,Instruction
6414,Miranda,Ross,22,0,high school diploma,0,0,Worker
6415,Sofia,Andrews,20,0,high school diploma,0,2,Generic
6416,Grace,Carter,21,0,high school diploma,1,0,Economic
6417,Edward,Alexander,26,1,high school diploma,0,1,Worker
6418,Tiana,Davis,28,3,high school diploma,4,3,Worker
6419,Sarah,Harrison,25,1,high school diploma,0,0,Worker
6420,Lilianna,Ellis,24,3,high school diploma,0,1,Informatics
6421,Maximilian,Ross,23,0,high school diploma,2,2,Generic
6422,Leonardo,Wilson,19,0,high school diploma,1,0,Generic
6423,Edwin,Spencer,23,0,high school diploma,0,0,Generic
6424,Arthur,Russell,20,0,high school diploma,1,0,healthcare
6425,Lucia,Spencer,25,3,three-year degree,1,0,Informatics
6426,Stella,Hill,25,2,high school diploma,4,0,Instruction
6427,Kelvin,Baker,28,0,high school diploma,1,7,Generic
6428,Alexander,Richards,29,3,master degree,5,1,Economic
6429,Edwin,Cole,19,0,high school diploma,1,0,Generic
6430,Grace,Brown,30,3,high school diploma,1,1,Worker
6431,Richard,Reed,24,2,high school diploma,1,0,Worker
6432,Patrick,Bailey,22,0,three-year degree,0,3,Instruction
6433,Audrey,Bailey,25,2,compulsory school,0,0,Generic
6434,Carlos,Cooper,19,0,high school diploma,0,1,Worker
6435,Stuart,Nelson,27,2,high school diploma,0,0,Worker
6436,Adam,Carroll,18,0,high school diploma,0,0,Worker
6437,Antony,Clark,30,0,master,7,3,healthcare
6438,Adam,Moore,25,2,high school diploma,0,0,Generic
6439,Rosie,Rogers,29,1,high school diploma,7,3,Generic
6440,Lucy,Casey,29,3,three-year degree,3,0,Economic
6441,Charlotte,Taylor,25,0,high school diploma,0,0,Economic
6442,Rubie,Clark,22,0,high school diploma,0,1,Instruction
6443,Jacob,Craig,26,3,high school diploma,0,3,Generic
6444,Maximilian,Riley,27,3,three-year degree,0,3,Economic
6445,Emily,Mason,20,0,high school diploma,1,1,Informatics
6446,Oliver,Wells,21,0,high school diploma,1,0,Informatics
6447,Savana,Nelson,26,3,high school diploma,0,7,Generic
6448,Hailey,Cole,24,1,high school diploma,0,0,Generic
6449,Maddie,Evans,25,2,three-year degree,0,1,Informatics
6450,Miller,Adams,28,2,high school diploma,0,1,Generic
6451,Spike,Richards,28,2,master degree,1,0,Instruction
6452,Chelsea,Brooks,23,0,three-year degree,0,0,Informatics
6453,Myra,Miller,25,3,high school diploma,0,0,Generic
6454,Violet,Cole,20,0,compulsory school,0,0,Worker
6455,Dominik,Gibson,30,1,master degree,8,3,healthcare
6456,Julia,Morgan,22,0,high school diploma,1,1,Worker
6457,Walter,Perry,28,0,high school diploma,1,0,healthcare
6458,Victor,Harrison,20,0,high school diploma,0,0,Generic
6459,Reid,Holmes,21,0,high school diploma,1,0,Generic
6460,Henry,Ellis,28,0,high school diploma,0,1,Worker
6461,Steven,Bennett,27,2,high school diploma,0,1,Economic
6462,Miley,Payne,24,1,high school diploma,0,0,Worker
6463,Roman,Crawford,21,0,high school diploma,0,0,Instruction
6464,Penelope,Turner,29,2,master degree,3,3,Informatics
6465,Lucas,Evans,20,0,high school diploma,0,0,Economic
6466,Derek,Ellis,22,0,high school diploma,0,0,healthcare
6467,Chelsea,Lloyd,22,0,three-year degree,0,1,Informatics
6468,Amber,Wilson,23,0,high school diploma,1,0,Informatics
6469,Connie,Ryan,23,0,three-year degree,3,0,healthcare
6470,Alen,Parker,20,0,high school diploma,0,0,Worker
6471,Florrie,Ferguson,27,3,compulsory school,2,0,Worker
6472,Miller,Owens,20,0,high school diploma,1,0,Generic
6473,Aiden,Davis,29,1,high school diploma,5,3,Informatics
6474,Heather,Tucker,19,0,compulsory school,0,0,Generic
6475,Aldus,Turner,27,1,high school diploma,0,0,Worker
6476,Alfred,Murray,23,0,high school diploma,4,0,Generic
6477,Patrick,Hall,23,0,high school diploma,1,2,Generic
6478,Ryan,Davis,18,0,compulsory school,1,1,Worker
6479,Caroline,Parker,30,0,high school diploma,5,1,healthcare
6480,Charlotte,Hamilton,30,0,three-year degree,3,0,Informatics
6481,Adison,Cunningham,37,2,high school diploma,12,1,Worker
6482,Antony,Wright,35,1,high school diploma,9,3,Generic
6483,Rafael,Parker,34,1,Ph.D,9,1,Economic
6484,Tyler,Miller,31,1,high school diploma,5,1,Generic
6485,Alina,Hamilton,36,2,master,9,3,Economic
6486,Violet,Perry,40,2,high school diploma,15,3,Generic
6487,Alford,Harper,39,1,high school diploma,15,7,Generic
6488,Brad,Johnson,38,0,high school diploma,9,15,Instruction
6489,Byron,Howard,38,0,compulsory school,12,9,Worker
6490,Sam,Farrell,32,3,compulsory school,7,0,Worker
6491,Martin,Martin,31,2,master,5,1,healthcare
6492,Tyler,Fowler,36,3,compulsory school,15,0,Generic
6493,Sam,Myers,30,2,high school diploma,1,3,Worker
6494,April,Bennett,30,2,high school diploma,7,7,Worker
6495,Vanessa,Morris,38,2,high school diploma,9,3,Worker
6496,Penelope,Robinson,30,3,high school diploma,5,3,Generic
6497,Melissa,Johnston,34,1,high school diploma,12,5,Generic
6498,Vincent,Dixon,31,1,high school diploma,1,0,Generic
6499,Justin,Carroll,32,1,high school diploma,5,3,Generic
6500,Victoria,Stevens,39,0,high school diploma,15,3,Worker
6501,Miller,Rogers,32,2,high school diploma,5,5,Generic
6502,Walter,Phillips,33,3,high school diploma,8,3,Generic
6503,Julian,Montgomery,35,1,master,9,1,Economic
6504,Rosie,Edwards,33,1,high school diploma,7,3,Economic
6505,Byron,Bennett,38,3,high school diploma,5,1,Generic
6506,Michael,Evans,36,2,high school diploma,12,0,Generic
6507,Carl,Baker,32,3,master,7,0,Informatics
6508,Abigail,Rogers,32,0,master degree,1,3,Economic
6509,Edith,Lloyd,31,2,compulsory school,8,1,Generic
6510,Agata,Johnson,36,1,high school diploma,12,0,Economic
6511,Audrey,Taylor,32,2,high school diploma,1,5,Generic
6512,Arthur,Smith,32,2,master degree,5,3,Economic
6513,Arnold,Watson,34,3,three-year degree,9,1,Informatics
6514,Miller,Stewart,38,0,three-year degree,12,3,Instruction
6515,Jared,Carter,34,0,high school diploma,3,1,Worker
6516,Lyndon,Edwards,30,2,high school diploma,5,5,Generic
6517,Frederick,Martin,33,1,high school diploma,5,5,Generic
6518,David,Russell,35,3,high school diploma,9,3,Worker
6519,Kristian,Kelly,30,1,high school diploma,1,5,Generic
6520,Tara,Adams,35,2,master degree,9,3,Economic
6521,Adison,Gray,33,2,master degree,8,1,healthcare
6522,Alina,Campbell,30,2,three-year degree,7,5,Instruction
6523,Cherry,Johnson,32,3,compulsory school,7,3,Generic
6524,Thomas,Harrison,40,0,three-year degree,9,1,healthcare
6525,Michelle,Phillips,34,1,high school diploma,20,5,Worker
6526,Alberta,Perry,38,1,high school diploma,9,1,Instruction
6527,Ellia,Crawford,37,2,high school diploma,9,5,Generic
6528,Amanda,Jones,32,0,high school diploma,7,1,Instruction
6529,Byron,Douglas,37,0,high school diploma,15,3,Generic
6530,Violet,Alexander,31,3,high school diploma,5,3,Generic
6531,Adrianna,Brooks,33,2,high school diploma,7,5,Economic
6532,Daniel,Richardson,36,2,master degree,12,0,healthcare
6533,Kelsey,Roberts,32,1,high school diploma,3,0,Generic
6534,Sawyer,Myers,30,1,high school diploma,8,1,Informatics
6535,Martin,Andrews,37,0,high school diploma,12,1,Generic
6536,Lucy,Kelley,30,0,three-year degree,0,7,Informatics
6537,Brad,Crawford,37,0,master degree,12,0,healthcare
6538,Michael,Ferguson,35,3,high school diploma,9,1,Generic
6539,Owen,Stewart,38,1,high school diploma,12,3,Generic
6540,Briony,Smith,30,0,high school diploma,5,7,healthcare
6541,Vivian,Ferguson,34,3,master,9,0,Instruction
6542,Leonardo,Casey,32,3,compulsory school,8,0,Worker
6543,Brianna,Hawkins,39,0,high school diploma,12,7,Generic
6544,Ellia,Campbell,30,3,high school diploma,7,3,Economic
6545,John,Ferguson,33,1,high school diploma,7,0,Instruction
6546,Alfred,Richards,35,0,compulsory school,9,0,Generic
6547,Adelaide,Foster,32,3,high school diploma,5,3,Generic
6548,Edith,Andrews,40,0,master degree,7,9,healthcare
6549,Oscar,Kelley,35,2,high school diploma,9,3,Informatics
6550,Kevin,Bailey,30,0,high school diploma,8,9,Worker
6551,Alissa,Scott,38,2,high school diploma,12,12,Generic
6552,Jenna,Mason,36,2,high school diploma,12,0,Generic
6553,Richard,Parker,37,1,compulsory school,9,0,Generic
6554,Carina,Myers,31,2,three-year degree,8,0,Economic
6555,Alissa,Perry,32,1,high school diploma,5,3,Instruction
6556,Albert,Walker,30,0,high school diploma,8,1,Worker
6557,Maximilian,Mason,38,1,high school diploma,9,7,Generic
6558,Charlotte,Perkins,33,0,high school diploma,7,1,Generic
6559,Tara,Myers,30,2,compulsory school,5,0,Worker
6560,Dainton,Scott,34,3,three-year degree,7,1,healthcare
6561,Lucy,Murray,32,0,master degree,8,3,Instruction
6562,Max,Montgomery,35,2,three-year degree,7,1,Instruction
6563,Penelope,Baker,39,2,high school diploma,12,3,Generic
6564,Arnold,Casey,35,1,three-year degree,12,1,Economic
6565,Clark,Harris,34,1,three-year degree,20,0,healthcare
6566,Tiana,Williams,31,0,compulsory school,7,0,Worker
6567,Michelle,Tucker,40,2,master,9,15,Economic
6568,William,Sullivan,32,2,high school diploma,5,1,healthcare
6569,Adele,Phillips,31,1,three-year degree,8,5,Economic
6570,Kevin,Watson,35,2,master degree,12,1,Instruction
6571,Miranda,Gibson,37,2,high school diploma,9,5,Worker
6572,Roman,Phillips,38,0,three-year degree,7,5,Economic
6573,Annabella,Higgins,35,1,high school diploma,15,0,Worker
6574,Melanie,Henderson,37,1,three-year degree,15,3,Informatics
6575,Emma,Montgomery,32,3,high school diploma,8,3,Worker
6576,Roland,Foster,33,3,high school diploma,3,9,Generic
6577,Steven,Douglas,38,1,compulsory school,20,7,Worker
6578,Anna,Gibson,32,3,master degree,7,1,healthcare
6579,Arianna,Hunt,37,2,high school diploma,12,0,Generic
